STATUS	DATA SOLICITAÇÃO	PAÍS DE ORIGEM	GÊNERO	ANO DE NASCIMENTO	CIDADE SOLICITAÇÃO	DATA DA  DECISÃO
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1979	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1984	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1984	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1966	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2001	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1971	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1979	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2001	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1971	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1970	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1975	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1976	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1972	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1975	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2001	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1967	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1970	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1959	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1974	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1999	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1976	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1978	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1968	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1971	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1979	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1972	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1969	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1970	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1972	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1973	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1947	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1971	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1976	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1984	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1973	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1967	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1975	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1960	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1984	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1971	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1962	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1975	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1978	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1979	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1971	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1979	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1972	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1981	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1979	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1985	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1978	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1967	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1999	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1985	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2001	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1968	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1985	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1989	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1970	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1963	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1980	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2001	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1985	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1982	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1987	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1996	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1997	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1976	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1977	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1978	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1970	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	BOA VISTA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	BOA VISTA	05/12/2019
