STATUS	DATA SOLICITAÇÃO	PAÍS DE ORIGEM	GÊNERO	ANO DE NASCIMENTO	CIDADE SOLICITAÇÃO	DATA DA  DECISÃO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	M	2009	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	F	2015	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	F	1985	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	F	2014	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	M	2011	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	EGITO	F	1983	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	EGITO	F	2007	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	EGITO	M	2014	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	EGITO	M	2004	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	PAQUISTÃO	M	1989	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2016	REP.DEM DO CONGO	M	1996	RIO DE JANEIRO	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	EGITO	F	1962	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	CUBA	F	2007	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	REP.DEM DO CONGO	M	1985	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	SÍRIA	M	1993	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	REP.DEM DO CONGO	M	2002	RIO DE JANEIRO	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	REP.DEM DO CONGO	M	1991	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	REP.DEM DO CONGO	M	1990	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	REP.DEM DO CONGO	M	1994	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	TOGO	M	1986	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	REP.DEM DO CONGO	M	1989	BRASÍLIA	29/03/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	REP.DEM DO CONGO	F	2007	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	REP.DEM DO CONGO	M	1993	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2016	REP.DEM DO CONGO	M	1993	NOVA IGUAÇU	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2013	CAMARÕES	M	1976	BRASILÉIA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	CAMARÕES	M	1975	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2016	CAMARÕES	M	1990	BRASÍLIA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1987	PORTO ALEGRE	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2016	GÂMBIA	M	1988	RIO BRANCO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1973	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1981	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1979	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1986	ERECHIM	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1984	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2016	GÂMBIA	M	1988	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GÂMBIA	M	1986	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2016	GÂMBIA	M	1981	RIO BRANCO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	MALI	M	1987	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	MALI	M	1967	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	MALI	M	1990	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	MALI	M	1983	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	MALI	M	1991	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	BANGLADESH	M	1980	ERECHIM	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	BANGLADESH	M	1991	GOIÂNIA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	BANGLADESH	M	1993	BRASÍLIA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	BANGLADESH	M	1976	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	BANGLADESH	M	1983	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	BANGLADESH	M	1991	GUAÍRA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	BANGLADESH	M	1995	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	BANGLADESH	M	1989	GUARULHOS	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	PAQUISTÃO	M	1992	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	MALI	M	1984	SÃO JOSÉ DOS CAMPOS	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GUINÉ-BISSAU	M	1988	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GUINÉ-BISSAU	M	1982	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	GUINÉ-BISSAU	M	1988	FORTALEZA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	GUINÉ-BISSAU	M	1985	RIO DE JANEIRO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2017	GUINÉ-BISSAU	M	1988	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	GUINÉ-BISSAU	M	1980	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2017	GUINÉ	M	1997	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	TOGO	M	1988	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	TOGO	M	1984	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	REP.DEM DO CONGO	M	1981	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2016	ZIMBÁBUE	M	1975	PORTO ALEGRE	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	SENEGAL	M	1980	CAXIAS DO SUL	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	SENEGAL	M	1992	RIO BRANCO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	SENEGAL	M	1990	RIO BRANCO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2013	SENEGAL	M	1988	BRASILÉIA	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	SENEGAL	M	1974	SÃO PAULO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2014	SENEGAL	M	1991	RIO BRANCO	29/03/2019
ELEGIBILIDADE - INDEFERIDO	2015	PAQUISTÃO	M	1994	BRASÍLIA	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2015	ALBÂNIA	F	1981	SÃO SEBASTIÃO	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2015	CUBA	M	1978	SÃO PAULO	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2018	TUNÍSIA	M	1993	GOIÂNIA	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2015	CUBA	M	1987	ARARAQUARA	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2013	BANGLADESH	M	1978	BARRACÃO	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2017	CUBA	F	1991	MANAUS	29/03/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2017	MARROCOS	M	1982	SÃO JOSÉ DO RIO PRETO	29/03/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	M	1982	FOZ DO IGUAÇU	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	M	1990	MARINGÁ	30/04/2019
ELEGIBILIDADE - DEFERIDO	2016	SÍRIA	M	1994	FOZ DO IGUAÇU	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	M	1991	ITU	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	F	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	F	1973	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	M	1991	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	M	1996	BELO HORIZONTE	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	M	1993	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	M	1985	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	M	1988	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2017	SÍRIA	M	1989	FOZ DO IGUAÇU	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	M	1984	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	F	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	F	2011	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2017	SÍRIA	M	1989	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	PALESTINA	M	1994	CURITIBA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2014	PALESTINA	M	1990	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1967	BOA VISTA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1980	BOA VISTA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1972	BOA VISTA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	CURITIBA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1977	BOA VISTA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	RIO DE JANEIRO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1992	CURITIBA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	RIO DE JANEIRO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	VENEZUELA	F	1992	CURITIBA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	NITERÓI	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	M	1985	MARINGÁ	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	F	1984	MARINGÁ	30/04/2019
ELEGIBILIDADE - DEFERIDO	2016	CUBA	M	1982	BRASÍLIA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	CUBA	F	1997	CRUZEIRO DO SUL	30/04/2019
ELEGIBILIDADE - DEFERIDO	2015	SÍRIA	M	1982	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	SÍRIA	F	1994	CURITIBA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2016	SÍRIA	M	1991	CURITIBA	30/04/2019
ELEGIBILIDADE - DEFERIDO	2016	CAMARÕES	F	1980	GUARULHOS	30/04/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1989	SÃO PAULO	30/04/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	BELO HORIZONTE	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	M	1992	BRASÍLIA	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	ANGOLA	M	1970	BRASÍLIA	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2015	SÍRIA	F	2007	FLORIANÓPOLIS	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2015	SÍRIA	M	2003	FLORIANÓPOLIS	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2019	SÍRIA	M	2012	SÃO PAULO	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	GUINÉ	F	1994	SÃO PAULO	30/04/2019
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO	2018	SÍRIA	M	2016	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	SENEGAL	F	1978	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	SENEGAL	M	1981	CAXIAS DO SUL	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	SENEGAL	M	1989	RIO BRANCO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	SENEGAL	M	1987	FLORIANÓPOLIS	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	SENEGAL	M	1981	RIO BRANCO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	PAQUISTÃO	M	1969	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	PAQUISTÃO	M	1979	BRASÍLIA	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	PAQUISTÃO	M	1987	BRASÍLIA	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	PAQUISTÃO	M	1980	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	PAQUISTÃO	M	1993	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	FILIPINAS	F	1967	PORTO ALEGRE	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	SERRA LEOA	M	1985	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	REP.DOMINICANA	M	1980	RIO BRANCO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	REP.DOMINICANA	F	1987	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	REP.DOMINICANA	F	1979	RIO BRANCO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	REP.DOMINICANA	F	1969	RIO BRANCO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	REP.DOMINICANA	F	1968	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	MALI	M	1990	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	MALI	M	1993	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	NEPAL	M	1991	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	REP.DEM DO CONGO	M	1980	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1990	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1971	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	F	1981	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1982	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1985	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1977	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1996	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1977	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	F	1972	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	F	1976	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1998	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	F	2001	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	F	2012	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1969	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1979	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1978	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	ANGOLA	F	1974	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	ANGOLA	M	1994	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1983	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	ANGOLA	M	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1988	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	ANGOLA	M	1987	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1989	CAMPINAS	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	ANGOLA	M	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1995	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1990	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1981	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1987	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2017	ANGOLA	M	1982	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	F	1954	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1995	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1986	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1992	JOINVILLE	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	F	1991	GOIÂNIA	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1990	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1990	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	ANGOLA	M	1982	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	ANGOLA	M	1993	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	GUINÉ-BISSAU	F	1986	CURITIBA	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2018	GUINÉ-BISSAU	F	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2018	GUINÉ-BISSAU	M	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	COSTA DO MARFIM	M	1980	PORTO ALEGRE	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	COSTA DO MARFIM	M	1991	BRASÍLIA	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	NIGÉRIA	M	1962	CAMPINAS	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	NIGÉRIA	M	1985	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	NIGÉRIA	M	1979	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	NIGÉRIA	M	1992	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	NIGÉRIA	M	1981	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	NIGÉRIA	M	1994	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	NIGÉRIA	M	1985	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	NIGÉRIA	M	1984	GUARULHOS	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2015	NIGÉRIA	M	1983	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	NIGÉRIA	M	1993	GUARULHOS	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2016	SUDÃO	M	1990	BARRACÃO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2014	NIGÉRIA	M	1976	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2013	ARGÉLIA	M	1973	SÃO PAULO	30/04/2019
ELEGIBILIDADE - INDEFERIDO	2019	PARAGUAI	M	1976	SÃO PAULO	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2014	SÍRIA	M	1957	CURITIBA	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2014	SÍRIA	F	1968	CURITIBA	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2014	SÍRIA	M	1998	CURITIBA	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2014	SÍRIA	M	1992	CURITIBA	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2015	COLÔMBIA	M	1973	BRASÍLIA	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2015	COLÔMBIA	F	1972	BRASÍLIA	30/04/2019
PERDA DA CONDIÇÃO DE REFUGIADO	2015	COLÔMBIA	M	2006	BRASÍLIA	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2018	CUBA	F	1991	RIBEIRÃO PRETO	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2018	GUINÉ	M	1973	FORTALEZA	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2019	BANGLADESH	M	1983	SALVADOR	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2019	CUBA	M	1971	GUAJARÁ	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2019	HAITI	M	1999	BELO HORIZONTE	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2019	CUBA	F	1963	BRASÍLIA	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2019	VENEZUELA	M	1991	BELO HORIZONTE	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2015	HAITI	M	1990	BRASILÉIA	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2019	CHINA	M	1995	BELO HORIZONTE	30/04/2019
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO)	2015	IRAQUE	M	1995	BARRACÃO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2013	CAMARÕES	M	1974	BRASÍLIA	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2016	ANGOLA	M	1969	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2016	CAMARÕES	F	1984	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	1980	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	M	2003	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	M	2009	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	NIGÉRIA	M	1976	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	M	1980	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	1988	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	2013	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	GANA	F	1987	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	2013	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	2010	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	2008	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	1986	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	1991	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	1989	SÃO PAULO	30/04/2019
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B 	2015	ANGOLA	F	2011	SÃO PAULO	30/04/2019
